train_loss,Time,valid_loss,valid_grapheme_recall,valid_vowel_recall,valid_conso_recall,valid_recall
2.8598174199088073,2964.0,0.6324928690420114,0.8150802343802911,0.9538249928661382,0.7656693800885155,0.8374137104288089
2.01824592861259,2962.0,0.44590241965151245,0.9223297042774641,0.9748475245950899,0.9638767343298431,0.9458459168699653
1.8215264748056446,2874.0,0.37893457672688907,0.9372098196801018,0.9765162135713749,0.9737469959547547,0.9561707122215832
1.6928575099351302,2873.0,0.3549725218000627,0.9346663844838565,0.9806102028019601,0.973107425563718,0.9557625993333478
1.6681751504255595,2864.0,0.3088651797339196,0.9410297658462109,0.9804314960915245,0.9684694326949705,0.9577401151197291
1.6063628133693477,2869.0,0.2749507993152599,0.9402836769491694,0.9813200348270631,0.9746210321585885,0.9591271052209976
1.5592853361996628,2869.0,0.2897788514744762,0.943941722667527,0.9808238895528202,0.974043976788364,0.9606878279190595
1.5268385317599402,2867.0,0.27067396826841816,0.9489210540182876,0.981951837545424,0.9827506022988128,0.965636136970203
1.483958699688173,2881.0,0.22646145869086506,0.9500167372636407,0.9809095032483076,0.9774933751077268,0.9646090882208289
1.4892502392607707,2880.0,0.2518516209993507,0.9469151749057738,0.9800375515974505,0.9760221857044697,0.962472521778367
1.4406105798436606,2868.0,0.2198184020661503,0.9526716722101914,0.9817895079469957,0.9798974655923304,0.9667575794899272
1.4043466009671401,2869.0,0.22136011437636444,0.9549641122106598,0.9837238276773973,0.9670950948556667,0.9651867867385959
1.4004457741552963,2862.0,0.1904692379162472,0.9515990568585505,0.980694430923399,0.964077404095527,0.9619924871840068
1.3835377761161705,2891.0,0.17417640720364463,0.9559313828586934,0.9825778796458842,0.9774863683446952,0.9679817534269914
1.3636793931222908,2908.0,0.17816046741401628,0.9541079423599409,0.9843237664248641,0.98031773223276,0.9682143458443765
1.3728276391935355,2876.0,0.17451468620921085,0.9547875962504303,0.9828811846558565,0.9751476929578907,0.966901017528652
1.3684432190111888,2875.0,0.164715559735033,0.9590600644683812,0.9857632322486874,0.9757856718761765,0.9699172582654066
1.339363573257018,2876.0,0.15250774229300323,0.9558081244174527,0.9831348380165338,0.9793787782601748,0.9685324662779036
1.297901156408492,2861.0,0.1929145773512221,0.9576110541047527,0.9863628983076528,0.9853603360255333,0.9717363356356729
1.3317702178762092,2869.0,0.1595626139929607,0.9572441456068509,0.9822938632690097,0.9727591272102053,0.9673853204232292
1.3147776454471256,2860.0,0.15341736691010271,0.9561386716245399,0.9842154805489294,0.9799582318164733,0.9691127639036207
1.2740827539397166,2866.0,0.16546691820035736,0.9562130858953886,0.9846247269342839,0.9644896651896769,0.9653851409786846
1.3047056696717065,2870.0,0.14362018497626264,0.956002751081385,0.9858388087423736,0.9851265773434142,0.9707427220621394
1.2671274336237404,2912.0,0.15990038318954533,0.9576582137578991,0.984649413775034,0.9835224978551776,0.9708720847865024
1.2440171971285143,2960.0,0.15917048246650917,0.9573909564013652,0.9858024202053766,0.9768644164710959,0.9693621873698006
1.2768434221236526,2958.0,0.14618696931754033,0.9578530932470768,0.984602335978557,0.9820053792135403,0.9705784754215626
1.2470608306737125,2939.0,0.14558794927363825,0.9614126992448235,0.9857501921166171,0.9847599005616947,0.9733338727919898
1.2524142361667758,2948.0,0.14223984121702435,0.9625434416889411,0.9850076980374798,0.9730674518057464,0.9707905083052771
1.227093055068761,2951.0,0.1510822376920416,0.9604915716435984,0.9859024587076445,0.9758482545219392,0.9706834641291952
1.2236340183368577,2938.0,0.14432735895538276,0.9636563079526335,0.9850235284324278,0.9755605867508256,0.97197418277213
1.2137165750780787,2933.0,0.14725463036567377,0.957578722944756,0.9871284390424566,0.9772981199867722,0.9698960012296852
1.2293076672543424,2973.0,0.14057980854261173,0.9615225943701555,0.9856973411326707,0.9792887046791302,0.9720078086380279
1.2540902327123047,2968.0,0.1287986356434006,0.9642855952338856,0.9877276477857756,0.9834064062640987,0.9749263111294114
1.2612581627572506,2991.0,0.1560046064939735,0.9580433672454521,0.9813381969323558,0.9807627618826905,0.9695469233264877
1.3223119462543171,2971.0,0.1433171352079214,0.9606515211356614,0.9881908480022438,0.9730471292331488,0.9706352548766789
1.289957419427261,2940.0,0.139530994362318,0.9644019816443326,0.9853989842555669,0.9770410819282508,0.9728110073681207
1.3039744483304778,2961.0,0.13995455051221514,0.964555271102858,0.9868697439475095,0.9784113010903647,0.9735978968108975
